TOTAL cases=5183 approved=2533 pending=2304 rejected=346
NORMAL total=2533 false_positive=0 false_positive_rate=0.00%
VIOLATION total=2650 false_negative=0 false_negative_rate=0.00%
WRONG_BY_CATEGORY none

CASES
ok | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=meta_discussion | tags=keyword,anti_fraud | reasons= | text=这篇文章讨论“赌博平台”这个词为什么不能只靠关键词判断，反诈骗场景很容易误伤。
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=boosting,obfuscation | reasons=lexicon:spam_fraud:review:代练代打;lexicon:spam_fraud:review:刷分;lexicon:spam_fraud:review:刷排名;context:spam_fraud:review:commercial_spam:代练+都接;context:spam_fraud:review:commercial_spam:代练+代打;context:spam_fraud:review:commercial_spam:代练+刷分;context:spam_fraud:review:commercial_spam:代练+刷排名;context:spam_fraud:review:commercial_spam:代练+排名;context:spam_fraud:review:commercial_spam:代打+都接;context:spam_fraud:review:commercial_spam:代打+代练;context:spam_fraud:review:commercial_spam:代打+刷分;context:spam_fraud:review:commercial_spam:代打+刷排名;context:spam_fraud:review:commercial_spam:代打+排名;context:spam_fraud:review:commercial_spam:刷分+都接;context:spam_fraud:review:commercial_spam:刷分+代练;context:spam_fraud:review:commercial_spam:刷分+代打;context:spam_fraud:review:commercial_spam:刷分+刷排名;context:spam_fraud:review:commercial_spam:刷分+排名;context:spam_fraud:review:commercial_spam:刷排名+都接;context:spam_fraud:review:commercial_spam:刷排名+代练;context:spam_fraud:review:commercial_spam:刷排名+代打;context:spam_fraud:review:commercial_spam:刷排名+刷分;context:spam_fraud:review:commercial_spam:刷排名+排名 | text=游戏d练d打，刷f、刷p都接
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=boosting,obfuscation | reasons=lexicon:spam_fraud:review:快速上分;context:spam_fraud:review:commercial_spam:上分+快速 | text=想快速上f的来，包效率
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=brush,obfuscation | reasons=context:spam_fraud:review:commercial_spam:刷量+真人号操作;context:spam_fraud:review:commercial_spam:刷量+数据好看;context:spam_fraud:review:commercial_spam:刷赞+真人号操作;context:spam_fraud:review:commercial_spam:刷赞+数据好看 | text=刷l刷z，真人号操作，数据好看
ok | corpus=violation | expected=risk | actual=pending | risk_score=60 | category=spam_fraud | tags=brush | reasons=lexicon:spam_fraud:review:一条龙 | text=评论、点赞、收藏、关注，一条龙
ok | corpus=violation | expected=risk | actual=pending | risk_score=60 | category=spam_fraud | tags=brush,traffic | reasons=lexicon:spam_fraud:review:快速上热门 | text=快速上热门，数据不好看可以给你“优化”
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=investment,obfuscation | reasons=lexicon:spam_fraud:review:投资群;lexicon:spam_fraud:review:内部渠道 | text=投资q拉人，内部qd，懂的都懂
ok | corpus=violation | expected=risk | actual=rejected | risk_score=80 | category=spam_fraud | tags=investment,emoji | reasons=lexicon:gambling:block:稳赚不赔 | text=稳赚不赔，🈚️风险，真有项目
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=illegal_privacy | tags=loan,privacy,obfuscation | reasons=lexicon:spam_fraud:review:秒批;structure:risk_phrase:review:risk_phrase;context:spam_fraud:review:commercial_spam:贷款+发 | text=贷款急用的来，sfz发我，秒批
ok | corpus=violation | expected=risk | actual=pending | risk_score=60 | category=illegal_privacy | tags=privacy,loan | reasons=lexicon:spam_fraud:review:身份证照片 | text=身份证照片发过来，今天就能办
ok | corpus=violation | expected=risk | actual=rejected | risk_score=80 | category=sexual | tags=account_trade,obfuscation | reasons=lexicon:sexual:block:成人网 | text=成.人.网.站会员，懂的来
ok | corpus=violation | expected=risk | actual=rejected | risk_score=80 | category=sexual | tags=resource,obfuscation | reasons=lexicon:sensitive:review:高清无码;lexicon:sensitive:review:无码;lexicon:sexual:block:高清无码资源 | text=高.清.无.码资源，私发
ok | corpus=violation | expected=risk | actual=rejected | risk_score=80 | category=sexual | tags=resource,obfuscation | reasons=lexicon:sensitive:review:无码;lexicon:sexual:block:无码资源 | text=无m资源还有，想看的私
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=sexual | tags=resource,contact,obfuscation | reasons=lexicon:spam_fraud:review:私密资源;context:spam_fraud:review:commercial_spam:资源+发;context:spam_fraud:review:commercial_spam:私密资源+发 | text=私m资源，+我好友直接发
ok | corpus=violation | expected=risk | actual=rejected | risk_score=80 | category=gambling | tags=account_trade,obfuscation | reasons=lexicon:gambling:block:博彩 | text=博彩号，赌z下注的来
ok | corpus=violation | expected=risk | actual=rejected | risk_score=80 | category=gambling | tags=investment,gambling | reasons=lexicon:gambling:block:下注技巧 | text=下注技巧内部教，稳赚不赔
ok | corpus=violation | expected=risk | actual=rejected | risk_score=80 | category=gambling | tags=account_trade,group | reasons=lexicon:gambling:block:博彩 | text=博彩账号现成的，进群就能玩
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=account_trade,private | reasons=lexicon:spam_fraud:review:claude账号;context:spam_fraud:review:commercial_spam:账号+要的私 | text=Claude账号还有几个，要的私
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=academic_cheating,project_outsourcing | reasons=context:spam_fraud:review:commercial_spam:项目代做+代做;context:spam_fraud:review:commercial_spam:现成案例+代做 | text=项目代做，有现成案例，Java Python 都行
ok | corpus=violation | expected=risk | actual=pending | risk_score=40 | category=abuse | tags=insult,pinyin | reasons=lexicon:abuse:review:脑子有问题 | text=nao zi you wen ti ba，这种东西也敢发出来
ok | corpus=violation | expected=risk | actual=pending | risk_score=40 | category=abuse | tags=insult,pinyin | reasons=lexicon:abuse:review:你这水平 | text=ni zhe shui ping 也敢出来教别人？
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=abuse | tags=insult,pinyin | reasons=lexicon:abuse:review:啥也不懂;lexicon:abuse:review:装大神 | text=zhuang da shen zhuang gou le，实际啥也不懂
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=abuse | tags=insult,pinyin | reasons=lexicon:abuse:review:不懂装懂;lexicon:abuse:review:装懂 | text=bu dong zhuang dong，还在这里误导新人
ok | corpus=violation | expected=risk | actual=pending | risk_score=40 | category=abuse | tags=insult,pinyin | reasons=lexicon:abuse:review:一看就是瞎写 | text=gen ben mei zuo guo kai fa ba，一看就是瞎写
ok | corpus=violation | expected=risk | actual=pending | risk_score=40 | category=abuse | tags=insult,pinyin | reasons=lexicon:abuse:review:骗流量 | text=pian liu liang 也不用这么明显吧
ok | corpus=violation | expected=risk | actual=pending | risk_score=40 | category=abuse | tags=insult,pinyin | reasons=lexicon:abuse:review:误人子弟 | text=wu ren zi di 的教程就别继续发了
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=abuse | tags=insult,pinyin | reasons=lexicon:abuse:review:真恶心;lexicon:abuse:review:恶心 | text=zhen e xin，这种内容看着就烦
ok | corpus=violation | expected=risk | actual=pending | risk_score=40 | category=abuse | tags=insult,pinyin | reasons=lexicon:abuse:review:你妈的 | text=ni ma de，这都能写错也是没谁了
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=abuse | tags=insult,pinyin | reasons=lexicon:abuse:review:懂个锤;lexicon:abuse:review:懂个锤子 | text=dong ge chui zi 还出来指点别人
ok | corpus=violation | expected=risk | actual=pending | risk_score=40 | category=abuse | tags=insult,pinyin | reasons=lexicon:abuse:review:实习生都不如 | text=lian shi xi sheng du bu ru，还好意思教人
ok | corpus=violation | expected=risk | actual=pending | risk_score=40 | category=abuse | tags=insult,pinyin | reasons=lexicon:abuse:review:小学没毕业 | text=xiao xue mei bi ye 就开始教别人了？
ok | corpus=violation | expected=risk | actual=pending | risk_score=40 | category=abuse | tags=insult,pinyin | reasons=lexicon:abuse:review:低级的错误 | text=di ji de cuo wu 都能犯，真服
ok | corpus=violation | expected=risk | actual=pending | risk_score=40 | category=abuse | tags=insult,pinyin | reasons=lexicon:abuse:review:别出来误导新人 | text=别出来 wu dao xin ren 了，容易把人带沟里
ok | corpus=violation | expected=risk | actual=pending | risk_score=40 | category=abuse | tags=insult,pinyin | reasons=lexicon:abuse:review:专门出来误导新人 | text=zhuan men chu lai wu dao xin ren 是吧
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=resource,contact,pinyin | reasons=lexicon:spam_fraud:review:免费领;lexicon:spam_fraud:review:免费领取;context:spam_fraud:review:commercial_spam:资料+要的私;context:spam_fraud:review:commercial_spam:资料+私聊;context:spam_fraud:review:commercial_spam:资料+领取 | text=mian fei ling qu 全套资料，想要的私聊
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=resource,group,pinyin | reasons=lexicon:spam_fraud:review:免费送;context:spam_fraud:review:commercial_spam:进群+送 | text=mian fei song 课程，进 qun 就能拿
ok | corpus=violation | expected=risk | actual=pending | risk_score=60 | category=spam_fraud | tags=resource,pinyin | reasons=lexicon:spam_fraud:review:编程资源包 | text=编程 zi yuan bao 有没有人要？内部的
ok | corpus=violation | expected=risk | actual=pending | risk_score=60 | category=spam_fraud | tags=course,pinyin | reasons=lexicon:spam_fraud:review:内部教程 | text=nei bu jiao cheng，懂的来
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=account_trade,pinyin | reasons=lexicon:spam_fraud:review:低价出售;lexicon:spam_fraud:review:出售各种账号;context:spam_fraud:review:commercial_spam:账号+出售 | text=di jia chu shou 各种账号，量大优惠
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=account_trade,pinyin | reasons=lexicon:spam_fraud:review:价格比官方低;lexicon:spam_fraud:review:chatgpt账号;context:spam_fraud:review:commercial_spam:账号+出售 | text=chu shou chatgpt zhang hao，价格比官方低
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=account_trade,private,pinyin | reasons=lexicon:spam_fraud:review:claude账号;context:spam_fraud:review:commercial_spam:账号+要的私 | text=claude zhang hao 还有几个，要的私
ok | corpus=violation | expected=risk | actual=pending | risk_score=60 | category=spam_fraud | tags=account_trade,pinyin | reasons=lexicon:spam_fraud:review:chatgpt账号 | text=pian yi de chatgpt zhang hao 要不要？很便宜
ok | corpus=violation | expected=risk | actual=pending | risk_score=60 | category=spam_fraud | tags=account_trade,pinyin | reasons=lexicon:spam_fraud:review:价格比官方低 | text=jia ge bi guan fang di，长期稳定
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=academic_cheating,pinyin | reasons=lexicon:spam_fraud:review:论文代写;lexicon:spam_fraud:review:代写 | text=lun wen dai xie，什么专业都能搞
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=academic_cheating,pinyin | reasons=lexicon:spam_fraud:review:付费论文代写;lexicon:spam_fraud:review:论文代写;lexicon:spam_fraud:review:代写 | text=fu fei lun wen dai xie，急单当天交
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=academic_cheating,pinyin | reasons=lexicon:spam_fraud:review:代做;context:spam_fraud:review:commercial_spam:论文+代做;context:spam_fraud:review:commercial_spam:毕业设计+代做 | text=bi ye lun wen 和 bi ye she ji 都能 dai zuo
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=academic_cheating,project_outsourcing,pinyin | reasons=lexicon:spam_fraud:review:项目都可以代做;lexicon:spam_fraud:review:代做 | text=xiang mu dou ke yi dai zuo，不会的直接找我
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=academic_cheating,pinyin | reasons=lexicon:spam_fraud:review:作业;lexicon:spam_fraud:review:代做 | text=dai zuo 作业也接，学生党来
ok | corpus=violation | expected=risk | actual=pending | risk_score=60 | category=spam_fraud | tags=academic_cheating,pinyin | reasons=lexicon:spam_fraud:review:考试答案 | text=kao shi da an 有现成的，需要直接说
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=boosting,pinyin | reasons=lexicon:spam_fraud:review:刷分;lexicon:spam_fraud:review:刷排名;lexicon:spam_fraud:review:代练代打;context:spam_fraud:review:commercial_spam:刷分+刷排名;context:spam_fraud:review:commercial_spam:刷分+排名;context:spam_fraud:review:commercial_spam:刷分+代练;context:spam_fraud:review:commercial_spam:刷分+代打;context:spam_fraud:review:commercial_spam:刷排名+刷分;context:spam_fraud:review:commercial_spam:刷排名+排名;context:spam_fraud:review:commercial_spam:刷排名+代练;context:spam_fraud:review:commercial_spam:刷排名+代打;context:spam_fraud:review:commercial_spam:代练+刷分;context:spam_fraud:review:commercial_spam:代练+刷排名;context:spam_fraud:review:commercial_spam:代练+排名;context:spam_fraud:review:commercial_spam:代练+代打;context:spam_fraud:review:commercial_spam:代打+刷分;context:spam_fraud:review:commercial_spam:代打+刷排名;context:spam_fraud:review:commercial_spam:代打+排名;context:spam_fraud:review:commercial_spam:代打+代练 | text=you xi dai lian dai da，刷分刷排名都可以
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=boosting,pinyin | reasons=lexicon:spam_fraud:review:快速上分;lexicon:spam_fraud:review:刷分;lexicon:spam_fraud:review:刷排名;context:spam_fraud:review:commercial_spam:上分+快速;context:spam_fraud:review:commercial_spam:上分+刷分;context:spam_fraud:review:commercial_spam:上分+刷排名;context:spam_fraud:review:commercial_spam:上分+排名;context:spam_fraud:review:commercial_spam:刷分+快速;context:spam_fraud:review:commercial_spam:刷分+刷排名;context:spam_fraud:review:commercial_spam:刷分+排名;context:spam_fraud:review:commercial_spam:刷排名+快速;context:spam_fraud:review:commercial_spam:刷排名+刷分;context:spam_fraud:review:commercial_spam:刷排名+排名 | text=shua fen shua pai ming，快速上分
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=boosting,pinyin | reasons=lexicon:spam_fraud:review:快速上分;context:spam_fraud:review:commercial_spam:上分+快速 | text=kuai su shang fen，想省时间的来
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=brush,pinyin | reasons=lexicon:spam_fraud:review:刷量服务;context:spam_fraud:review:commercial_spam:刷量+能做 | text=shua liang fu wu，点赞评论收藏关注都能做
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=brush,pinyin | reasons=lexicon:spam_fraud:review:真人账号操作;lexicon:spam_fraud:review:刷评论;context:spam_fraud:review:commercial_spam:账号+数据好看 | text=shua ping lun 真人账号操作，数据好看
ok | corpus=violation | expected=risk | actual=pending | risk_score=60 | category=spam_fraud | tags=brush,private,pinyin | reasons=lexicon:spam_fraud:review:快速上热门 | text=kuai su shang re men，有需要的私
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=investment,pinyin | reasons=lexicon:spam_fraud:review:投资群;lexicon:spam_fraud:review:内部渠道 | text=tou zi qun 拉人，nei bu qu dao，懂的进
ok | corpus=violation | expected=risk | actual=rejected | risk_score=80 | category=spam_fraud | tags=investment,pinyin | reasons=lexicon:gambling:block:稳赚不赔 | text=bao zheng shou yi，稳赚不赔的项目
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=illegal_privacy | tags=loan,privacy,pinyin | reasons=lexicon:spam_fraud:review:身份证照片;structure:risk_phrase:review:risk_phrase;context:spam_fraud:review:commercial_spam:贷款+快速 | text=shen fen zheng zhao pian 可以办理贷款，kuai su ban li
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=loan,pinyin | reasons=lexicon:spam_fraud:review:快速办理贷款;context:spam_fraud:review:commercial_spam:贷款+快速 | text=kuai su ban li dai kuan，不看征信
ok | corpus=violation | expected=risk | actual=rejected | risk_score=80 | category=sexual | tags=account_trade,pinyin | reasons=lexicon:sexual:block:成人网 | text=cheng ren wang zhan hui yuan 有人要吗
ok | corpus=violation | expected=risk | actual=rejected | risk_score=80 | category=sexual | tags=resource,private,pinyin | reasons=lexicon:sensitive:review:高清无码;lexicon:sensitive:review:无码;lexicon:sexual:block:高清无码资源 | text=gao qing wu ma zi yuan，想看的私
ok | corpus=violation | expected=risk | actual=rejected | risk_score=80 | category=sexual | tags=resource,pinyin | reasons=lexicon:sensitive:review:无码;lexicon:sexual:block:无码资源 | text=wu ma zi yuan 还有，完整的都有
ok | corpus=violation | expected=risk | actual=rejected | risk_score=80 | category=gambling | tags=account_trade,pinyin | reasons=lexicon:gambling:block:赌博 | text=bo cai zhang hao 出售，赌博下注的来
ok | corpus=violation | expected=risk | actual=rejected | risk_score=80 | category=gambling | tags=group,pinyin | reasons=lexicon:gambling:block:下注技巧 | text=du bo xia zhu 群，内部有下注技巧
ok | corpus=violation | expected=risk | actual=rejected | risk_score=80 | category=gambling | tags=instruction,pinyin | reasons=lexicon:gambling:block:稳赚不赔 | text=xia zhu ji qiao 每天更新，稳赚不赔
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=resource,contact,pinyin | reasons=lexicon:spam_fraud:review:加好友;context:spam_fraud:review:commercial_spam:资源+发;context:spam_fraud:review:commercial_spam:资源+加好友 | text=wan quan zi yuan 私发，jia hao you 就给
ok | corpus=violation | expected=risk | actual=pending | risk_score=40 | category=abuse | tags=insult,competence_attack | reasons=lexicon:abuse:review:半吊子 | text=这水平还敢出来带新人？建议先把自己那套半吊子东西删了
ok | corpus=violation | expected=risk | actual=pending | risk_score=40 | category=abuse | tags=insult,content_attack | reasons=lexicon:abuse:review:胡说八道 | text=别搁这儿一本正经地胡说八道了，稍微懂点的人都看得出来
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=abuse | tags=insult,shaming | reasons=lexicon:abuse:review:死鸭子嘴硬;lexicon:abuse:review:脸是真的大 | text=评论区都有人指出问题了还死鸭子嘴硬，脸是真的大
ok | corpus=violation | expected=risk | actual=pending | risk_score=40 | category=abuse | tags=accusation,shaming | reasons=lexicon:abuse:review:吃相未免太难看 | text=拿别人的文章改几个标题就当原创，吃相未免太难看
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=academic_cheating,private | reasons=lexicon:spam_fraud:review:作业;context:spam_fraud:review:commercial_spam:实验报告+处理;context:spam_fraud:review:commercial_spam:实验报告+能处理;context:spam_fraud:review:commercial_spam:课程设计+处理;context:spam_fraud:review:commercial_spam:课程设计+能处理 | text=想找现成成品的可以私我，学生作业、实验报告、课程设计都能处理
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=academic_cheating | reasons=context:spam_fraud:review:commercial_spam:实验报告+帮你弄完;context:spam_fraud:review:commercial_spam:实验报告+直接帮你 | text=不会写实验报告的别熬夜了，给我题目和要求，直接帮你弄完
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=academic_cheating | reasons=lexicon:spam_fraud:review:论文降重;lexicon:spam_fraud:review:查重报告;context:spam_fraud:review:commercial_spam:论文+都接;context:spam_fraud:review:commercial_spam:论文+安排 | text=论文降重、润色、改格式都接，查重报告也能一起安排
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=academic_cheating | reasons=context:spam_fraud:review:commercial_spam:资料+能做;context:spam_fraud:review:commercial_spam:毕业材料+能做 | text=毕业材料急着交的可以来，资料整理、图表制作、格式修改都能做
ok | corpus=violation | expected=risk | actual=pending | risk_score=60 | category=spam_fraud | tags=exam_material,resource | reasons=context:spam_fraud:review:commercial_spam:驾考题库+内部整理版 | text=有人要现成的驾考题库吗？内部整理版，省得自己慢慢找
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=exam_material,private | reasons=lexicon:spam_fraud:review:押题资料;context:spam_fraud:review:commercial_spam:资料+私聊;context:spam_fraud:review:commercial_spam:资料+可以给你;context:spam_fraud:review:commercial_spam:押题资料+私聊;context:spam_fraud:review:commercial_spam:押题资料+可以给你 | text=考试前想要重点题型的私聊，押题资料可以给你
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=account_trade,membership | reasons=context:spam_fraud:review:commercial_spam:平台会员+都有;context:spam_fraud:review:commercial_spam:平台会员+低价开通;context:spam_fraud:review:commercial_spam:平台会员+年卡;context:spam_fraud:review:commercial_spam:平台会员+月卡;context:spam_fraud:review:commercial_spam:平台会员+渠道价 | text=某平台会员低价开通，年卡月卡都有，渠道价不是官网价
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=account_trade,membership | reasons=context:spam_fraud:review:commercial_spam:流媒体会员+安排;context:spam_fraud:review:commercial_spam:流媒体会员+代开;context:spam_fraud:review:commercial_spam:流媒体会员+共享组 | text=流媒体会员可以代开，家庭组、共享组都能安排，价格很香
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=account_trade,subscription | reasons=context:spam_fraud:review:commercial_spam:国外服务订阅+需要;context:spam_fraud:review:commercial_spam:国外服务订阅+代开;context:spam_fraud:review:commercial_spam:国外服务订阅+代充 | text=需要国外服务订阅的可以找我，代充代开都行，省事很多
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=account_trade,private | reasons=context:spam_fraud:review:commercial_spam:账号+私聊;context:spam_fraud:review:commercial_spam:账号+都有;context:spam_fraud:review:commercial_spam:二手账号+私聊;context:spam_fraud:review:commercial_spam:二手账号+都有 | text=想买二手账号的注意了，老号、实名号、带等级的都有，具体私聊
ok | corpus=violation | expected=risk | actual=pending | risk_score=60 | category=spam_fraud | tags=game_trade | reasons=context:spam_fraud:review:commercial_spam:稀有道具+直接交易 | text=游戏里的稀有道具可以直接交易，不想慢慢刷的来，效率高得多
ok | corpus=violation | expected=risk | actual=pending | risk_score=60 | category=spam_fraud | tags=boosting | reasons=lexicon:spam_fraud:review:代刷成就 | text=有人想要代刷成就吗？挂机、任务、排名都能弄，自己玩太累了
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=brush,livestream | reasons=lexicon:spam_fraud:review:直播间人气;context:spam_fraud:review:commercial_spam:直播间人气+能做;context:spam_fraud:review:commercial_spam:直播间人气+在线人数;context:spam_fraud:review:commercial_spam:直播间人气+互动;context:spam_fraud:review:commercial_spam:直播间人气+热度;context:spam_fraud:review:commercial_spam:在线人数+能做;context:spam_fraud:review:commercial_spam:在线人数+互动;context:spam_fraud:review:commercial_spam:在线人数+热度 | text=直播间人气上不去的可以找我，在线人数、互动、热度都能做
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=brush,comment | reasons=lexicon:spam_fraud:review:评论区互动一整套;context:spam_fraud:review:commercial_spam:评论区互动+互动 | text=想让帖子看起来热闹一点的也可以做，评论区互动一整套
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=spam_fraud | tags=negative_content_removal | reasons=context:spam_fraud:review:commercial_spam:差评+需要;context:spam_fraud:review:commercial_spam:差评+处理;context:spam_fraud:review:commercial_spam:差评+能处理;context:spam_fraud:review:commercial_spam:差评+删差评;context:spam_fraud:review:commercial_spam:差评+成功后再结算 | text=需要删差评的来，指定平台指定内容都能处理，成功后再结算
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=illegal_privacy | tags=privacy_query | reasons=context:illegal_privacy:review:illegal_privacy:住址+查;context:illegal_privacy:review:illegal_privacy:住址+查询;context:illegal_privacy:review:illegal_privacy:个人信息+查;context:illegal_privacy:review:illegal_privacy:个人信息+查询;context:illegal_privacy:review:illegal_privacy:手机号+查;context:illegal_privacy:review:illegal_privacy:手机号+查询 | text=网上那些个人信息查询我这边也能弄，手机号、住址之类的都可以查
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=illegal_privacy | tags=stalking,privacy_query | reasons=context:illegal_privacy:review:illegal_privacy:前任+查;context:illegal_privacy:review:illegal_privacy:前任+帮你问问;context:illegal_privacy:review:illegal_privacy:前任+价格好说 | text=有人想查前任最近住哪儿的吗？给个姓名就能帮你问问，价格好说
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=illegal_privacy | tags=privacy_query | reasons=context:illegal_privacy:review:illegal_privacy:手机定位+不是完全没办法;context:illegal_privacy:review:illegal_privacy:通话记录+不是完全没办法 | text=手机定位、通话记录这种东西也不是完全没办法，懂的自然懂
ok | corpus=violation | expected=risk | actual=pending | risk_score=40 | category=illegal_privacy | tags=doxxing,privacy_query | reasons=structure:contact:review:contact | text=遇到欠钱不还的别只会发朋友圈，地址和联系方式我可以帮你找出来
ok | corpus=violation | expected=risk | actual=pending | risk_score=60 | category=illegal_privacy | tags=hacking,account_attack | reasons=context:spam_fraud:review:commercial_spam:账号+工具 | text=想搞别人账号的别乱找教程，我这边有现成工具，拿过去自己研究
ok | corpus=violation | expected=risk | actual=pending | risk_score=79 | category=illegal_privacy | tags=hacking,credential | reasons=context:illegal_privacy:review:illegal_privacy:网站后台权限+有办法进去;context:illegal_privacy:review:illegal_privacy:数据库账号+有办法进去 | text=网站后台权限、数据库账号之类的如果丢了，别急着找官方，我有办法进去
ok | corpus=violation | expected=risk | actual=pending | risk_score=60 | category=gore | tags=graphic_content,resource | reasons=context:gore:review:gore:事故+现场 | text=有人需要看现场事故原片的吗？网上那些都处理过了，我这里是完整版本
ok | corpus=violation | expected=risk | actual=pending | risk_score=40 | category=spam_fraud | tags=contact,wechat | reasons=structure:contact:review:contact | text=vx：bingbingstudent
ok | corpus=violation | expected=risk | actual=pending | risk_score=40 | category=spam_fraud | tags=contact,wechat | reasons=structure:contact:review:contact | text=微信：bingbingstudent
ok | corpus=violation | expected=risk | actual=pending | risk_score=40 | category=spam_fraud | tags=contact,qq,spaced_account | reasons=structure:contact:review:contact | text=qq：b i n g b i n g s t u d e n t
ok | corpus=generated | omitted_ok_cases=4960 | note=generated ok rows are truncated in report
