TOTAL cases=4287 approved=2017 pending=583 rejected=1687
NORMAL total=2017 false_positive=0 false_positive_rate=0.00%
VIOLATION total=2270 false_negative=0 false_negative_rate=0.00%
MANUAL_EDGE total=100 approved=53 pending=8 rejected=39 normal=53 false_positive=0 false_positive_rate=0.00% violation=47 false_negative=0 false_negative_rate=0.00%
WRONG_BY_CATEGORY none

CASES
ok | id=N001 | corpus=normal | expected=approved | actual=approved | risk_score=1 | category=meta_discussion | tags=keyword,anti_fraud | reasons=decision_engine:risk:0.0141 | text=这篇文章讨论“赌博平台”这个词为什么不能只靠关键词判断，反诈骗场景很容易误伤。
ok | id=BN0216 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 缓存的文章故障排查步骤很有参考价值，期待后续继续补充实战细节。
ok | id=BN0217 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 缓存的文章配置示例与实际项目很接近，我准备在本地项目里验证一下。
ok | id=BN0218 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 缓存的文章配置示例与实际项目很接近，期待后续继续补充实战细节。
ok | id=BN0219 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 缓存的文章常见误区分析得很到位，我准备在本地项目里验证一下。
ok | id=BN0220 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 缓存的文章常见误区分析得很到位，期待后续继续补充实战细节。
ok | id=BN0221 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 缓存的文章从原理到实践的衔接很自然，我准备在本地项目里验证一下。
ok | id=BN0222 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 缓存的文章从原理到实践的衔接很自然，期待后续继续补充实战细节。
ok | id=BN0223 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 缓存的文章关键参数的说明足够具体，我准备在本地项目里验证一下。
ok | id=BN0224 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 缓存的文章关键参数的说明足够具体，期待后续继续补充实战细节。
ok | id=BN0225 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 缓存的文章异常处理部分写得很细致，我准备在本地项目里验证一下。
ok | id=BN0226 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 缓存的文章异常处理部分写得很细致，期待后续继续补充实战细节。
ok | id=BN0227 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 缓存的文章文章结构读起来很顺畅，我准备在本地项目里验证一下。
ok | id=BN0228 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 缓存的文章文章结构读起来很顺畅，期待后续继续补充实战细节。
ok | id=BN0229 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_question | tags=blog,technical,question | reasons=decision_engine:risk:0.0000 | text=我读完关于Redis 缓存的章节后还有一个问题：能否补充一个高并发场景下的完整示例？
ok | id=BN0230 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_question | tags=blog,technical,question | reasons=decision_engine:risk:0.0000 | text=正在把Redis 缓存用到自己的博客项目里，想请教：能否补充一个高并发场景下的完整示例？
ok | id=BN0231 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_question | tags=blog,technical,question | reasons=decision_engine:risk:0.0000 | text=我读完关于Redis 缓存的章节后还有一个问题：如果运行环境发生变化，这里的参数应该怎样调整？
ok | id=BN0232 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_question | tags=blog,technical,question | reasons=decision_engine:risk:0.0000 | text=正在把Redis 缓存用到自己的博客项目里，想请教：如果运行环境发生变化，这里的参数应该怎样调整？
ok | id=BN0233 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_question | tags=blog,technical,question | reasons=decision_engine:risk:0.0000 | text=我读完关于Redis 缓存的章节后还有一个问题：这一方案在数据量增大后还需要注意哪些边界？
ok | id=BN0234 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_question | tags=blog,technical,question | reasons=decision_engine:risk:0.0000 | text=正在把Redis 缓存用到自己的博客项目里，想请教：这一方案在数据量增大后还需要注意哪些边界？
ok | id=BN0235 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_question | tags=blog,technical,question | reasons=decision_engine:risk:0.0000 | text=我读完关于Redis 缓存的章节后还有一个问题：后续可以对比一下其他实现方式的取舍吗？
ok | id=BN0236 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_question | tags=blog,technical,question | reasons=decision_engine:risk:0.0000 | text=正在把Redis 缓存用到自己的博客项目里，想请教：后续可以对比一下其他实现方式的取舍吗？
ok | id=BN0237 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_question | tags=blog,technical,question | reasons=decision_engine:risk:0.0000 | text=我读完关于Redis 缓存的章节后还有一个问题：出现超时以后，建议优先检查哪些日志指标？
ok | id=BN0238 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_question | tags=blog,technical,question | reasons=decision_engine:risk:0.0000 | text=正在把Redis 缓存用到自己的博客项目里，想请教：出现超时以后，建议优先检查哪些日志指标？
ok | id=BN0239 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 主从复制的文章概念解释很清楚，我准备在本地项目里验证一下。
ok | id=BN0240 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 主从复制的文章概念解释很清楚，期待后续继续补充实战细节。
ok | id=BN0241 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 主从复制的文章示例代码容易跟着复现，我准备在本地项目里验证一下。
ok | id=BN0242 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 主从复制的文章示例代码容易跟着复现，期待后续继续补充实战细节。
ok | id=BN0243 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 主从复制的文章流程图帮助我理清了调用顺序，我准备在本地项目里验证一下。
ok | id=BN0244 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 主从复制的文章流程图帮助我理清了调用顺序，期待后续继续补充实战细节。
ok | id=BN0245 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 主从复制的文章边界条件总结得很完整，我准备在本地项目里验证一下。
ok | id=BN0246 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 主从复制的文章边界条件总结得很完整，期待后续继续补充实战细节。
ok | id=BN0247 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 主从复制的文章性能对比给出了有用依据，我准备在本地项目里验证一下。
ok | id=BN0248 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 主从复制的文章性能对比给出了有用依据，期待后续继续补充实战细节。
ok | id=BN0249 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 主从复制的文章故障排查步骤很有参考价值，我准备在本地项目里验证一下。
ok | id=BN0250 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 主从复制的文章故障排查步骤很有参考价值，期待后续继续补充实战细节。
ok | id=BN0251 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 主从复制的文章配置示例与实际项目很接近，我准备在本地项目里验证一下。
ok | id=BN0252 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 主从复制的文章配置示例与实际项目很接近，期待后续继续补充实战细节。
ok | id=BN0253 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 主从复制的文章常见误区分析得很到位，我准备在本地项目里验证一下。
ok | id=BN0254 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 主从复制的文章常见误区分析得很到位，期待后续继续补充实战细节。
ok | id=BN0255 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 主从复制的文章从原理到实践的衔接很自然，我准备在本地项目里验证一下。
ok | id=BN0256 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 主从复制的文章从原理到实践的衔接很自然，期待后续继续补充实战细节。
ok | id=BN0257 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 主从复制的文章关键参数的说明足够具体，我准备在本地项目里验证一下。
ok | id=BN0258 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 主从复制的文章关键参数的说明足够具体，期待后续继续补充实战细节。
ok | id=BN0259 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 主从复制的文章异常处理部分写得很细致，我准备在本地项目里验证一下。
ok | id=BN0260 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 主从复制的文章异常处理部分写得很细致，期待后续继续补充实战细节。
ok | id=BN0261 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 主从复制的文章文章结构读起来很顺畅，我准备在本地项目里验证一下。
ok | id=BN0262 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Redis 主从复制的文章文章结构读起来很顺畅，期待后续继续补充实战细节。
ok | id=BN0263 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_question | tags=blog,technical,question | reasons=decision_engine:risk:0.0000 | text=我读完关于Redis 主从复制的章节后还有一个问题：能否补充一个高并发场景下的完整示例？
ok | id=BN0264 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_question | tags=blog,technical,question | reasons=decision_engine:risk:0.0000 | text=正在把Redis 主从复制用到自己的博客项目里，想请教：能否补充一个高并发场景下的完整示例？
ok | id=BN0265 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_question | tags=blog,technical,question | reasons=decision_engine:risk:0.0000 | text=我读完关于Redis 主从复制的章节后还有一个问题：如果运行环境发生变化，这里的参数应该怎样调整？
ok | id=BN0266 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_question | tags=blog,technical,question | reasons=decision_engine:risk:0.0000 | text=正在把Redis 主从复制用到自己的博客项目里，想请教：如果运行环境发生变化，这里的参数应该怎样调整？
ok | id=BN0267 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_question | tags=blog,technical,question | reasons=decision_engine:risk:0.0000 | text=我读完关于Redis 主从复制的章节后还有一个问题：这一方案在数据量增大后还需要注意哪些边界？
ok | id=BN0268 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_question | tags=blog,technical,question | reasons=decision_engine:risk:0.0000 | text=正在把Redis 主从复制用到自己的博客项目里，想请教：这一方案在数据量增大后还需要注意哪些边界？
ok | id=BN0269 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_question | tags=blog,technical,question | reasons=decision_engine:risk:0.0000 | text=我读完关于Redis 主从复制的章节后还有一个问题：后续可以对比一下其他实现方式的取舍吗？
ok | id=BN0270 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_question | tags=blog,technical,question | reasons=decision_engine:risk:0.0000 | text=正在把Redis 主从复制用到自己的博客项目里，想请教：后续可以对比一下其他实现方式的取舍吗？
ok | id=BN0271 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_question | tags=blog,technical,question | reasons=decision_engine:risk:0.0000 | text=我读完关于Redis 主从复制的章节后还有一个问题：出现超时以后，建议优先检查哪些日志指标？
ok | id=BN0272 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_question | tags=blog,technical,question | reasons=decision_engine:risk:0.0000 | text=正在把Redis 主从复制用到自己的博客项目里，想请教：出现超时以后，建议优先检查哪些日志指标？
ok | id=BN0273 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 镜像的文章概念解释很清楚，我准备在本地项目里验证一下。
ok | id=BN0274 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 镜像的文章概念解释很清楚，期待后续继续补充实战细节。
ok | id=BN0275 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 镜像的文章示例代码容易跟着复现，我准备在本地项目里验证一下。
ok | id=BN0276 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 镜像的文章示例代码容易跟着复现，期待后续继续补充实战细节。
ok | id=BN0277 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 镜像的文章流程图帮助我理清了调用顺序，我准备在本地项目里验证一下。
ok | id=BN0278 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 镜像的文章流程图帮助我理清了调用顺序，期待后续继续补充实战细节。
ok | id=BN0279 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 镜像的文章边界条件总结得很完整，我准备在本地项目里验证一下。
ok | id=BN0280 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 镜像的文章边界条件总结得很完整，期待后续继续补充实战细节。
ok | id=BN0281 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 镜像的文章性能对比给出了有用依据，我准备在本地项目里验证一下。
ok | id=BN0282 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 镜像的文章性能对比给出了有用依据，期待后续继续补充实战细节。
ok | id=BN0283 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 镜像的文章故障排查步骤很有参考价值，我准备在本地项目里验证一下。
ok | id=BN0284 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 镜像的文章故障排查步骤很有参考价值，期待后续继续补充实战细节。
ok | id=BN0285 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 镜像的文章配置示例与实际项目很接近，我准备在本地项目里验证一下。
ok | id=BN0286 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 镜像的文章配置示例与实际项目很接近，期待后续继续补充实战细节。
ok | id=BN0287 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 镜像的文章常见误区分析得很到位，我准备在本地项目里验证一下。
ok | id=BN0288 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 镜像的文章常见误区分析得很到位，期待后续继续补充实战细节。
ok | id=BN0289 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 镜像的文章从原理到实践的衔接很自然，我准备在本地项目里验证一下。
ok | id=BN0290 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 镜像的文章从原理到实践的衔接很自然，期待后续继续补充实战细节。
ok | id=BN0291 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 镜像的文章关键参数的说明足够具体，我准备在本地项目里验证一下。
ok | id=BN0292 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 镜像的文章关键参数的说明足够具体，期待后续继续补充实战细节。
ok | id=BN0293 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 镜像的文章异常处理部分写得很细致，我准备在本地项目里验证一下。
ok | id=BN0294 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 镜像的文章异常处理部分写得很细致，期待后续继续补充实战细节。
ok | id=BN0295 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 镜像的文章文章结构读起来很顺畅，我准备在本地项目里验证一下。
ok | id=BN0296 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 镜像的文章文章结构读起来很顺畅，期待后续继续补充实战细节。
ok | id=BN0297 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_question | tags=blog,technical,question | reasons=decision_engine:risk:0.0000 | text=我读完关于Docker 镜像的章节后还有一个问题：能否补充一个高并发场景下的完整示例？
ok | id=BN0298 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_question | tags=blog,technical,question | reasons=decision_engine:risk:0.0000 | text=正在把Docker 镜像用到自己的博客项目里，想请教：能否补充一个高并发场景下的完整示例？
ok | id=BN0299 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_question | tags=blog,technical,question | reasons=decision_engine:risk:0.0000 | text=我读完关于Docker 镜像的章节后还有一个问题：如果运行环境发生变化，这里的参数应该怎样调整？
ok | id=BN0300 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_question | tags=blog,technical,question | reasons=decision_engine:risk:0.0000 | text=正在把Docker 镜像用到自己的博客项目里，想请教：如果运行环境发生变化，这里的参数应该怎样调整？
ok | id=BN0301 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_question | tags=blog,technical,question | reasons=decision_engine:risk:0.0000 | text=我读完关于Docker 镜像的章节后还有一个问题：这一方案在数据量增大后还需要注意哪些边界？
ok | id=BN0302 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_question | tags=blog,technical,question | reasons=decision_engine:risk:0.0000 | text=正在把Docker 镜像用到自己的博客项目里，想请教：这一方案在数据量增大后还需要注意哪些边界？
ok | id=BN0303 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_question | tags=blog,technical,question | reasons=decision_engine:risk:0.0000 | text=我读完关于Docker 镜像的章节后还有一个问题：后续可以对比一下其他实现方式的取舍吗？
ok | id=BN0304 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_question | tags=blog,technical,question | reasons=decision_engine:risk:0.0000 | text=正在把Docker 镜像用到自己的博客项目里，想请教：后续可以对比一下其他实现方式的取舍吗？
ok | id=BN0305 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_question | tags=blog,technical,question | reasons=decision_engine:risk:0.0000 | text=我读完关于Docker 镜像的章节后还有一个问题：出现超时以后，建议优先检查哪些日志指标？
ok | id=BN0306 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_question | tags=blog,technical,question | reasons=decision_engine:risk:0.0000 | text=正在把Docker 镜像用到自己的博客项目里，想请教：出现超时以后，建议优先检查哪些日志指标？
ok | id=BN0307 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 网络的文章概念解释很清楚，我准备在本地项目里验证一下。
ok | id=BN0308 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 网络的文章概念解释很清楚，期待后续继续补充实战细节。
ok | id=BN0309 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 网络的文章示例代码容易跟着复现，我准备在本地项目里验证一下。
ok | id=BN0310 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 网络的文章示例代码容易跟着复现，期待后续继续补充实战细节。
ok | id=BN0311 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 网络的文章流程图帮助我理清了调用顺序，我准备在本地项目里验证一下。
ok | id=BN0312 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 网络的文章流程图帮助我理清了调用顺序，期待后续继续补充实战细节。
ok | id=BN0313 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 网络的文章边界条件总结得很完整，我准备在本地项目里验证一下。
ok | id=BN0314 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 网络的文章边界条件总结得很完整，期待后续继续补充实战细节。
ok | id=BN0315 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 网络的文章性能对比给出了有用依据，我准备在本地项目里验证一下。
ok | id=BN0316 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 网络的文章性能对比给出了有用依据，期待后续继续补充实战细节。
ok | id=BN0317 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 网络的文章故障排查步骤很有参考价值，我准备在本地项目里验证一下。
ok | id=BN0318 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 网络的文章故障排查步骤很有参考价值，期待后续继续补充实战细节。
ok | id=BN0319 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 网络的文章配置示例与实际项目很接近，我准备在本地项目里验证一下。
ok | id=BN0320 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 网络的文章配置示例与实际项目很接近，期待后续继续补充实战细节。
ok | id=BN0321 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 网络的文章常见误区分析得很到位，我准备在本地项目里验证一下。
ok | id=BN0322 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 网络的文章常见误区分析得很到位，期待后续继续补充实战细节。
ok | id=BN0323 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 网络的文章从原理到实践的衔接很自然，我准备在本地项目里验证一下。
ok | id=BN0324 | corpus=normal | expected=approved | actual=approved | risk_score=0 | category=technical_blog | tags=blog,technical,reader_feedback | reasons=decision_engine:risk:0.0000 | text=这篇关于Docker 网络的文章从原理到实践的衔接很自然，期待后续继续补充实战细节。
